,reviewID,satisfied,category
329,329,1,phones
330,330,1,phones
331,331,1,phones
332,332,0,laptops
333,333,1,laptops
334,334,0,gaming
335,335,0,phones
336,336,1,gaming
337,337,1,laptops
338,338,0,gaming
339,339,0,gaming
340,340,0,laptops
341,341,0,laptops
342,342,1,gaming
343,343,1,phones
344,344,1,phones
345,345,0,phones
346,346,0,laptops
347,347,1,laptops
348,348,0,laptops
349,349,0,gaming
350,350,0,phones
351,351,0,laptops
352,352,0,laptops
353,353,0,gaming
354,354,0,phones
355,355,1,laptops
356,356,0,phones
357,357,0,laptops
358,358,0,phones
359,359,0,gaming
360,360,1,phones
361,361,1,gaming
362,362,1,laptops
363,363,0,laptops
364,364,1,gaming
365,365,0,gaming
366,366,0,gaming
367,367,1,laptops
368,368,0,laptops
369,369,1,laptops
370,370,1,gaming
371,371,0,phones
372,372,0,laptops
373,373,0,phones
374,374,0,laptops
375,375,1,phones
376,376,1,laptops
377,377,1,gaming
378,378,1,laptops
379,379,0,gaming
380,380,1,gaming
381,381,0,laptops
382,382,0,laptops
383,383,0,phones
384,384,0,laptops
385,385,1,gaming
386,386,0,gaming
387,387,0,gaming
388,388,0,laptops
389,389,1,laptops
390,390,0,gaming
391,391,1,laptops
392,392,1,gaming
393,393,1,phones
394,394,0,phones
395,395,1,phones
396,396,0,phones
397,397,1,laptops
398,398,1,laptops
399,399,1,phones
400,400,0,phones
401,401,1,phones
402,402,0,laptops
403,403,0,laptops
404,404,1,laptops
405,405,1,phones
406,406,1,phones
407,407,1,phones
408,408,1,phones
409,409,0,gaming
410,410,0,laptops
411,411,1,gaming
412,412,0,gaming
413,413,1,phones
414,414,1,laptops
415,415,1,laptops
416,416,0,phones
417,417,1,phones
418,418,0,gaming
419,419,1,laptops
420,420,0,phones
421,421,0,laptops
422,422,1,gaming
423,423,0,laptops
424,424,1,gaming
425,425,0,laptops
426,426,1,gaming
427,427,1,phones
428,428,1,gaming
429,429,1,phones
430,430,1,laptops
431,431,0,gaming
432,432,0,laptops
433,433,1,laptops
434,434,1,phones
435,435,0,laptops
436,436,0,gaming
437,437,0,laptops
438,438,1,laptops
439,439,1,phones
440,440,0,gaming
441,441,0,laptops
442,442,0,gaming
443,443,0,laptops
444,444,0,gaming
445,445,0,laptops
446,446,0,gaming
447,447,0,gaming
448,448,0,laptops
449,449,1,laptops
450,450,1,laptops
451,451,1,phones
452,452,1,phones
453,453,1,phones
454,454,0,phones
455,455,1,gaming
456,456,0,gaming
457,457,0,laptops
458,458,0,laptops
459,459,0,phones
460,460,1,phones
461,461,1,laptops
462,462,0,gaming
463,463,0,laptops
464,464,0,laptops
465,465,0,laptops
466,466,1,phones
467,467,1,laptops
468,468,1,laptops
469,469,0,phones
470,470,0,phones
471,471,1,phones
472,472,0,laptops
473,473,1,phones
474,474,0,phones
475,475,0,phones
476,476,1,laptops
477,477,1,phones
478,478,1,phones
479,479,0,gaming
480,480,1,phones
481,481,1,gaming
482,482,0,phones
483,483,0,gaming
484,484,0,phones
485,485,0,phones
486,486,0,laptops
487,487,0,phones
488,488,1,laptops
489,489,1,gaming
490,490,0,laptops
491,491,1,gaming
492,492,0,laptops
493,493,0,phones
494,494,1,gaming
495,495,0,gaming
496,496,1,phones
497,497,0,gaming
498,498,0,gaming
499,499,1,phones
500,500,0,gaming
501,501,0,laptops
502,502,1,laptops
503,503,1,laptops
504,504,1,phones
505,505,1,phones
506,506,1,phones
507,507,0,phones
508,508,0,laptops
509,509,1,laptops
510,510,1,laptops
511,511,1,gaming
512,512,0,gaming
513,513,0,phones
514,514,0,gaming
515,515,1,gaming
516,516,1,gaming
517,517,0,phones
518,518,0,gaming
519,519,0,laptops
520,520,0,phones
521,521,0,gaming
522,522,1,phones
523,523,0,phones
524,524,1,laptops
525,525,1,gaming
526,526,0,phones
527,527,1,gaming
528,528,0,gaming
529,529,0,laptops
530,530,0,laptops
531,531,1,laptops
532,532,1,phones
533,533,0,phones
534,534,0,gaming
535,535,1,laptops
536,536,0,gaming
537,537,0,gaming
538,538,0,phones
539,539,1,gaming
540,540,0,laptops
541,541,0,phones
542,542,1,gaming
543,543,0,phones
544,544,1,phones
545,545,0,laptops
546,546,1,laptops
547,547,1,phones
548,548,0,laptops
549,549,1,gaming
550,550,0,phones
551,551,0,phones
552,552,1,laptops
553,553,0,laptops
554,554,0,laptops
555,555,0,phones
556,556,1,laptops
557,557,1,gaming
558,558,1,phones
559,559,1,laptops
560,560,0,phones
561,561,0,laptops
562,562,0,laptops
563,563,0,laptops
564,564,1,phones
565,565,1,phones
566,566,1,laptops
567,567,1,phones
568,568,0,gaming
569,569,0,laptops
570,570,0,phones
571,571,1,gaming
572,572,1,gaming
573,573,1,laptops
574,574,1,phones
575,575,0,gaming
576,576,1,phones
577,577,1,gaming
578,578,1,laptops
579,579,0,gaming
580,580,0,gaming
581,581,0,phones
582,582,1,phones
583,583,0,laptops
584,584,0,gaming
585,585,1,laptops
586,586,0,laptops
587,587,0,laptops
588,588,0,laptops
589,589,0,gaming
590,590,1,laptops
591,591,1,phones
592,592,0,laptops
593,593,1,phones
594,594,0,phones
595,595,1,laptops
596,596,0,gaming
597,597,0,phones
598,598,1,laptops
599,599,1,phones
600,600,1,gaming
601,601,1,gaming
602,602,0,phones
603,603,0,phones
604,604,0,gaming
605,605,0,laptops
606,606,1,phones
607,607,0,gaming
608,608,0,laptops
609,609,0,laptops
610,610,0,gaming
611,611,0,gaming
612,612,1,gaming
613,613,1,laptops
614,614,1,laptops
615,615,0,gaming
616,616,0,gaming
617,617,1,laptops
618,618,1,laptops
619,619,0,gaming
620,620,1,gaming
621,621,0,laptops
622,622,1,phones
623,623,0,phones
624,624,0,laptops
625,625,1,laptops
626,626,0,laptops
627,627,0,phones
628,628,0,laptops
629,629,0,laptops
630,630,0,phones
631,631,0,laptops
632,632,0,phones
633,633,0,laptops
634,634,0,phones
635,635,0,phones
636,636,1,gaming
637,637,0,gaming
638,638,0,laptops
639,639,0,laptops
640,640,1,phones
641,641,0,gaming
642,642,0,laptops
643,643,0,phones
644,644,0,laptops
645,645,1,gaming
646,646,0,phones
647,647,0,laptops
648,648,0,gaming
649,649,1,laptops
650,650,1,phones
651,651,1,phones
652,652,1,phones
653,653,1,laptops
654,654,0,phones
655,655,0,phones
656,656,0,gaming
657,657,1,phones
658,658,1,gaming
659,659,1,gaming
660,660,0,gaming
661,661,0,laptops
662,662,0,gaming
663,663,1,phones
664,664,0,phones
665,665,1,phones
666,666,0,gaming
667,667,1,laptops
668,668,1,gaming
669,669,0,laptops
670,670,0,laptops
671,671,1,phones
672,672,0,phones
673,673,1,gaming
674,674,0,phones
675,675,0,gaming
676,676,0,phones
677,677,1,phones
678,678,0,phones
679,679,1,laptops
680,680,0,phones
681,681,1,laptops
682,682,0,gaming
683,683,0,gaming
684,684,0,gaming
685,685,1,laptops
686,686,1,phones
687,687,1,laptops
688,688,0,phones
689,689,1,phones
690,690,1,laptops
691,691,0,phones
692,692,1,phones
693,693,1,gaming
694,694,1,gaming
695,695,1,gaming
696,696,0,laptops
697,697,1,gaming
698,698,0,laptops
699,699,0,phones
700,700,0,laptops
701,701,1,gaming
702,702,1,phones
703,703,0,laptops
704,704,0,phones
705,705,1,phones
706,706,1,gaming
707,707,1,phones
708,708,0,gaming
709,709,1,laptops
710,710,0,laptops
711,711,1,laptops
712,712,0,laptops
713,713,1,phones
714,714,1,gaming
715,715,0,gaming
716,716,0,phones
717,717,0,laptops
718,718,0,gaming
719,719,0,gaming
720,720,1,laptops
721,721,1,phones
722,722,1,laptops
723,723,0,laptops
724,724,1,gaming
725,725,0,gaming
726,726,0,laptops
727,727,0,laptops
728,728,1,gaming
729,729,1,phones
730,730,0,laptops
731,731,1,gaming
732,732,1,phones
733,733,0,gaming
734,734,1,laptops
735,735,0,gaming
736,736,1,laptops
737,737,0,gaming
738,738,0,laptops
739,739,0,phones
740,740,1,gaming
741,741,0,phones
742,742,1,phones
743,743,0,laptops
744,744,0,gaming
745,745,0,laptops
746,746,1,gaming
747,747,1,gaming
748,748,1,laptops
749,749,0,laptops
750,750,0,gaming
751,751,1,laptops
752,752,1,gaming
753,753,1,gaming
754,754,0,gaming
755,755,1,gaming
756,756,0,laptops
757,757,0,gaming
758,758,1,gaming
759,759,1,laptops
760,760,1,laptops
761,761,1,laptops
762,762,1,laptops
763,763,1,phones
764,764,0,laptops
765,765,1,laptops
766,766,1,gaming
767,767,0,gaming
768,768,0,gaming
769,769,1,phones
770,770,1,laptops
771,771,0,phones
772,772,1,phones
773,773,0,laptops
774,774,0,laptops
775,775,1,phones
776,776,1,phones
777,777,0,phones
778,778,1,gaming
779,779,1,laptops
780,780,0,gaming
781,781,0,gaming
782,782,0,laptops
783,783,0,phones
784,784,1,gaming
785,785,0,phones
786,786,1,gaming
787,787,1,phones
788,788,1,laptops
789,789,1,phones
790,790,1,phones
791,791,1,phones
792,792,1,phones
793,793,0,laptops
794,794,0,gaming
795,795,0,phones
796,796,0,gaming
797,797,0,phones
798,798,1,phones
799,799,1,laptops
800,800,0,gaming
801,801,0,gaming
802,802,0,phones
803,803,0,gaming
804,804,0,gaming
805,805,0,phones
806,806,0,phones
807,807,0,phones
808,808,1,phones
809,809,1,gaming
810,810,1,gaming
811,811,1,laptops
812,812,1,phones
813,813,0,laptops
814,814,1,laptops
815,815,0,laptops
816,816,0,laptops
817,817,0,laptops
818,818,1,laptops
819,819,0,gaming
820,820,1,gaming
821,821,1,laptops
822,822,0,phones
823,823,0,gaming
824,824,0,phones
825,825,0,gaming
826,826,0,phones
827,827,0,gaming
828,828,0,gaming
829,829,1,gaming
830,830,0,phones
831,831,1,gaming
832,832,1,laptops
833,833,0,gaming
834,834,0,phones
835,835,0,laptops
836,836,0,phones
837,837,0,laptops
838,838,0,gaming
839,839,1,phones
840,840,1,phones
841,841,1,gaming
842,842,1,gaming
843,843,0,gaming
844,844,1,gaming
845,845,0,laptops
846,846,0,gaming
847,847,0,laptops
848,848,0,gaming
849,849,0,laptops
850,850,0,phones
851,851,0,phones
852,852,0,gaming
853,853,1,phones
854,854,0,phones
855,855,1,phones
856,856,1,gaming
857,857,0,phones
858,858,1,laptops
859,859,0,phones
860,860,1,gaming
861,861,0,laptops
862,862,1,laptops
863,863,0,laptops
864,864,1,laptops
865,865,0,laptops
866,866,1,laptops
867,867,0,phones
868,868,0,gaming
869,869,0,gaming
870,870,1,laptops
871,871,0,phones
872,872,1,laptops
873,873,0,gaming
874,874,1,laptops
875,875,0,phones
876,876,0,gaming
877,877,1,laptops
878,878,1,gaming
879,879,1,laptops
880,880,1,phones
881,881,0,laptops
882,882,0,laptops
883,883,1,laptops
884,884,0,laptops
885,885,0,laptops
886,886,1,laptops
887,887,0,phones
888,888,0,gaming
889,889,1,laptops
890,890,1,gaming
891,891,0,phones
892,892,1,phones
893,893,1,gaming
894,894,0,phones
895,895,1,laptops
896,896,0,laptops
897,897,0,phones
898,898,1,phones
899,899,0,gaming
900,900,1,gaming
901,901,0,gaming
902,902,1,laptops
903,903,0,laptops
904,904,0,gaming
905,905,0,laptops
906,906,1,phones
907,907,1,phones
908,908,1,phones
909,909,1,gaming
910,910,1,laptops
911,911,1,laptops
912,912,0,phones
913,913,1,laptops
914,914,1,gaming
915,915,0,gaming
916,916,0,gaming
917,917,0,gaming
918,918,1,laptops
919,919,0,phones
920,920,1,gaming
921,921,0,gaming
922,922,0,laptops
923,923,1,phones
924,924,0,phones
925,925,0,laptops
926,926,1,phones
927,927,0,laptops
928,928,0,gaming
929,929,1,laptops
930,930,1,gaming
931,931,1,laptops
932,932,1,laptops
933,933,1,laptops
934,934,1,gaming
935,935,0,gaming
936,936,0,laptops
937,937,1,phones
938,938,1,laptops
939,939,1,laptops
940,940,1,laptops
941,941,0,laptops
942,942,0,phones
943,943,1,laptops
944,944,1,gaming
945,945,1,gaming
946,946,1,gaming
947,947,1,phones
948,948,0,phones
949,949,1,gaming
950,950,1,phones
951,951,1,laptops
952,952,1,phones
953,953,1,gaming
954,954,0,laptops
955,955,0,gaming
956,956,1,phones
957,957,0,phones
958,958,1,gaming
959,959,1,phones
960,960,1,phones
961,961,1,laptops
962,962,1,laptops
963,963,0,gaming
964,964,1,laptops
965,965,1,laptops
966,966,0,gaming
967,967,0,gaming
968,968,0,laptops
969,969,0,phones
970,970,0,laptops
971,971,0,laptops
972,972,0,gaming
973,973,0,gaming
974,974,0,gaming
975,975,1,phones
976,976,0,laptops
977,977,1,laptops
978,978,0,gaming
979,979,0,phones
980,980,1,phones
981,981,0,laptops
982,982,0,laptops
983,983,0,phones
984,984,0,phones
985,985,0,gaming
986,986,1,gaming
987,987,0,laptops
988,988,1,gaming
989,989,1,laptops
990,990,1,laptops
991,991,1,laptops
992,992,1,phones
993,993,1,gaming
994,994,0,gaming
995,995,0,phones
996,996,1,phones
997,997,0,gaming
998,998,0,phones
999,999,0,gaming
1000,1000,1,laptops
1001,1001,0,laptops
1002,1002,0,laptops
1003,1003,1,gaming
1004,1004,0,gaming
1005,1005,0,phones
1006,1006,0,phones
1007,1007,0,gaming
1008,1008,0,phones
1009,1009,0,gaming
1010,1010,0,gaming
1011,1011,1,phones
1012,1012,1,phones
1013,1013,1,gaming
1014,1014,1,gaming
1015,1015,1,gaming
1016,1016,1,laptops
1017,1017,0,laptops
1018,1018,1,phones
1019,1019,1,gaming
1020,1020,1,phones
1021,1021,1,laptops
1022,1022,1,phones
1023,1023,1,phones
1024,1024,0,phones
1025,1025,1,phones
1026,1026,1,laptops
1027,1027,1,laptops
1028,1028,0,phones
1029,1029,1,laptops
1030,1030,1,gaming
1031,1031,1,gaming
1032,1032,1,laptops
1033,1033,1,laptops
1034,1034,1,laptops
1035,1035,1,phones
1036,1036,1,gaming
1037,1037,0,phones
1038,1038,0,laptops
1039,1039,0,phones
1040,1040,0,gaming
1041,1041,0,laptops
1042,1042,1,phones
1043,1043,1,gaming
1044,1044,1,phones
1045,1045,0,phones
1046,1046,0,gaming
1047,1047,1,laptops
1048,1048,1,laptops
1049,1049,0,gaming
1050,1050,0,gaming
1051,1051,1,gaming
1052,1052,0,gaming
1053,1053,1,gaming
1054,1054,1,gaming
1055,1055,0,gaming
1056,1056,1,gaming
1057,1057,1,gaming
1058,1058,0,phones
1059,1059,0,gaming
1060,1060,1,phones
1061,1061,0,phones
1062,1062,0,gaming
1063,1063,1,phones
1064,1064,1,phones
1065,1065,1,phones
1066,1066,0,gaming
1067,1067,1,laptops
1068,1068,0,gaming
1069,1069,0,laptops
1070,1070,1,phones
1071,1071,1,gaming
1072,1072,0,gaming
1073,1073,1,laptops
1074,1074,0,laptops
1075,1075,1,gaming
1076,1076,0,laptops
1077,1077,1,laptops
1078,1078,0,phones
1079,1079,0,laptops
1080,1080,1,gaming
1081,1081,1,gaming
1082,1082,1,gaming
1083,1083,1,phones
1084,1084,0,gaming
1085,1085,0,phones
1086,1086,0,gaming
1087,1087,1,phones
1088,1088,0,laptops
1089,1089,1,phones
1090,1090,0,gaming
1091,1091,1,gaming
1092,1092,0,laptops
1093,1093,0,phones
1094,1094,0,laptops
1095,1095,1,laptops
1096,1096,0,phones
1097,1097,1,laptops
1098,1098,1,phones
1099,1099,1,phones
1100,1100,1,laptops
1101,1101,1,laptops
1102,1102,0,laptops
1103,1103,1,gaming
1104,1104,1,gaming
1105,1105,1,gaming
1106,1106,0,laptops
1107,1107,1,gaming
1108,1108,0,phones
1109,1109,1,gaming
1110,1110,0,gaming
1111,1111,1,phones
1112,1112,1,phones
1113,1113,1,gaming
1114,1114,1,phones
1115,1115,1,phones
1116,1116,1,laptops
1117,1117,1,gaming
1118,1118,1,gaming
1119,1119,0,phones
1120,1120,1,phones
1121,1121,1,gaming
1122,1122,0,gaming
1123,1123,1,gaming
1124,1124,0,gaming
1125,1125,0,phones
1126,1126,0,phones
1127,1127,0,gaming
1128,1128,0,gaming
1129,1129,1,gaming
1130,1130,1,laptops
1131,1131,1,laptops
1132,1132,0,phones
1133,1133,0,laptops
1134,1134,1,laptops
1135,1135,1,gaming
1136,1136,1,laptops
1137,1137,0,gaming
1138,1138,0,laptops
1139,1139,1,laptops
1140,1140,0,gaming
1141,1141,0,laptops
1142,1142,0,gaming
1143,1143,1,phones
1144,1144,0,laptops
1145,1145,0,gaming
1146,1146,0,laptops
1147,1147,1,phones
1148,1148,1,laptops
1149,1149,1,gaming
1150,1150,1,phones
1151,1151,1,laptops
1152,1152,1,phones
1153,1153,0,laptops
1154,1154,1,laptops
1155,1155,1,laptops
1156,1156,1,phones
1157,1157,0,gaming
1158,1158,1,phones
1159,1159,1,laptops
1160,1160,0,laptops
1161,1161,1,phones
1162,1162,0,phones
1163,1163,0,laptops
1164,1164,1,laptops
1165,1165,0,gaming
1166,1166,0,gaming
1167,1167,0,phones
1168,1168,0,gaming
1169,1169,1,laptops
1170,1170,0,phones
1171,1171,1,phones
1172,1172,0,gaming
1173,1173,0,phones
1174,1174,1,laptops
1175,1175,1,laptops
1176,1176,0,laptops
1177,1177,0,phones
1178,1178,1,laptops
1179,1179,1,phones
1180,1180,1,gaming
1181,1181,0,laptops
1182,1182,0,gaming
1183,1183,1,phones
1184,1184,0,laptops
1185,1185,0,gaming
1186,1186,0,phones
1187,1187,1,gaming
1188,1188,1,laptops
1189,1189,0,gaming
1190,1190,0,gaming
1191,1191,0,phones
1192,1192,1,laptops
1193,1193,1,laptops
1194,1194,1,gaming
1195,1195,1,gaming
1196,1196,1,gaming
1197,1197,1,gaming
1198,1198,0,laptops
1199,1199,1,laptops
1200,1200,1,gaming
1201,1201,0,laptops
1202,1202,0,phones
1203,1203,1,laptops
1204,1204,0,gaming
1205,1205,0,laptops
1206,1206,1,laptops
1207,1207,0,laptops
1208,1208,0,laptops
1209,1209,0,laptops
1210,1210,1,phones
1211,1211,0,laptops
1212,1212,0,gaming
1213,1213,1,gaming
1214,1214,1,gaming
1215,1215,0,gaming
1216,1216,0,laptops
1217,1217,1,phones
1218,1218,1,gaming
1219,1219,1,gaming
1220,1220,0,phones
1221,1221,1,phones
1222,1222,1,gaming
1223,1223,1,gaming
1224,1224,1,phones
1225,1225,0,laptops
1226,1226,1,phones
1227,1227,1,gaming
1228,1228,0,gaming
1229,1229,1,phones
1230,1230,0,gaming
1231,1231,0,laptops
1232,1232,1,laptops
1233,1233,1,phones
1234,1234,0,laptops
1235,1235,1,gaming
1236,1236,0,gaming
1237,1237,0,gaming
1238,1238,1,laptops
1239,1239,1,laptops
1240,1240,0,phones
1241,1241,0,phones
1242,1242,1,gaming
1243,1243,1,phones
1244,1244,1,laptops
1245,1245,0,gaming
1246,1246,1,phones
1247,1247,0,laptops
1248,1248,1,laptops
1249,1249,1,laptops
1250,1250,1,gaming
1251,1251,0,gaming
1252,1252,1,laptops
1253,1253,0,phones
1254,1254,0,laptops
1255,1255,0,laptops
1256,1256,1,phones
1257,1257,0,gaming
1258,1258,1,laptops
1259,1259,1,phones
1260,1260,1,laptops
1261,1261,0,gaming
1262,1262,1,phones
1263,1263,1,phones
1264,1264,1,laptops
1265,1265,0,phones
1266,1266,0,laptops
1267,1267,1,phones
1268,1268,1,phones
1269,1269,1,gaming
1270,1270,0,gaming
1271,1271,1,phones
1272,1272,1,gaming
1273,1273,1,gaming
1274,1274,0,phones
1275,1275,1,gaming
1276,1276,1,gaming
1277,1277,1,gaming
1278,1278,0,laptops
1279,1279,0,phones
1280,1280,1,gaming
1281,1281,0,gaming
1282,1282,0,laptops
1283,1283,1,gaming
1284,1284,0,phones
1285,1285,0,gaming
1286,1286,1,gaming
1287,1287,1,gaming
1288,1288,0,laptops
1289,1289,1,laptops
1290,1290,0,gaming
1291,1291,1,phones
1292,1292,1,gaming
1293,1293,0,laptops
1294,1294,1,phones
1295,1295,1,phones
1296,1296,1,laptops
1297,1297,1,gaming
1298,1298,1,laptops
1299,1299,0,gaming
1300,1300,0,gaming
1301,1301,1,phones
1302,1302,0,phones
1303,1303,0,phones
1304,1304,1,gaming
1305,1305,0,laptops
1306,1306,1,gaming
1307,1307,0,phones
1308,1308,1,gaming
1309,1309,1,gaming
1310,1310,0,laptops
1311,1311,0,phones
1312,1312,1,phones
1313,1313,1,gaming
1314,1314,0,laptops
1315,1315,0,gaming
1316,1316,0,gaming
1317,1317,0,gaming
1318,1318,0,laptops
1319,1319,0,gaming
1320,1320,1,phones
1321,1321,1,gaming
1322,1322,0,gaming
1323,1323,0,phones
1324,1324,0,laptops
1325,1325,1,gaming
1326,1326,0,laptops
1327,1327,0,laptops
1328,1328,0,gaming
1329,1329,1,phones
1330,1330,1,laptops
1331,1331,0,laptops
1332,1332,0,gaming
1333,1333,0,phones
1334,1334,0,phones
1335,1335,1,gaming
1336,1336,1,laptops
1337,1337,0,phones
1338,1338,1,gaming
1339,1339,0,gaming
1340,1340,1,gaming
1341,1341,0,gaming
1342,1342,0,phones
1343,1343,0,phones
1344,1344,1,phones
1345,1345,1,gaming
1346,1346,1,laptops
1347,1347,1,laptops
1348,1348,0,gaming
1349,1349,0,phones
1350,1350,0,gaming
1351,1351,1,laptops
1352,1352,0,laptops
1353,1353,1,laptops
1354,1354,0,laptops
1355,1355,0,gaming
1356,1356,0,laptops
1357,1357,1,gaming
1358,1358,1,laptops
1359,1359,1,gaming
1360,1360,0,laptops
1361,1361,0,phones
1362,1362,1,phones
1363,1363,0,phones
1364,1364,0,laptops
1365,1365,0,phones
1366,1366,0,phones
1367,1367,0,phones
